Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
27,Monte Morris,30,PG,6,0,10.8,1.2,3.3,0.35,0.3,1.3,0.25,0.8,2,0.417,0.4,0.3,0.7,0.5,0.2,1,1.2,1.5,0.2,0.2,0.3,0.5,3,
NA,Team Totals,NA,,79,79,240.9,40.8,89,0.458,13.3,37.3,0.357,27.5,51.6,0.532,0.533,17.6,22.6,0.776,9.8,31.8,41.6,27.5,7.3,4.5,14.4,21,112.4,
1,CJ McCollum,34,SG,35,35,30.9,6.9,15.1,0.454,2.7,7,0.393,4.1,8.1,0.505,0.544,2.3,2.9,0.804,0.7,2.9,3.5,3.6,0.7,0.3,1.7,2.1,18.8,NA
2,Julian Reese,22,PF,10,8,30.7,4.8,8.7,0.552,0,0,NA,4.8,8.7,0.552,0.552,1.8,3.3,0.545,4.3,7,11.3,2,1.3,0.5,2.7,3.5,11.4,NA
3,Leaky Black,26,SF,12,7,29.3,2.6,6.3,0.413,1.3,3.1,0.405,1.3,3.2,0.421,0.513,0.6,0.7,0.875,1.1,4.2,5.3,1.5,1.1,0.6,0.8,2.7,7,NA
4,Kyshawn George,22,SF,48,48,29,5.3,12,0.438,2.1,5.4,0.381,3.2,6.6,0.486,0.524,2.2,2.7,0.802,0.9,4.2,5.1,4.5,1,0.9,2.6,3.5,14.8,NA
5,Bub Carrington,20,PG,79,45,27.5,3.7,8.8,0.418,2,5,0.393,1.7,3.8,0.451,0.529,1,1.3,0.726,0.4,3,3.4,4.6,0.6,0.2,2.3,2.2,10.3,NA
6,Alex Sarr,20,C,48,48,27.2,6.6,13.7,0.482,1,3.1,0.333,5.5,10.5,0.526,0.52,2.1,3,0.692,2.2,5.2,7.4,2.7,0.8,2,1.7,2.2,16.3,NA
7,Bilal Coulibaly,21,SG,55,55,26.3,4,9.5,0.421,1.1,3.7,0.313,2.9,5.9,0.488,0.481,2.3,3.1,0.738,0.8,3.5,4.3,2.5,1.3,1,1.5,2.4,11.5,NA
8,Alondes Williams,26,SG,4,0,25.3,4,6.5,0.615,1.3,3.5,0.357,2.8,3,0.917,0.712,1.8,2,0.875,1.3,5,6.3,3,0.8,0.8,1.3,1,11,NA
9,Khris Middleton,34,SF,34,34,24.3,3.8,8.8,0.433,1,2.9,0.333,2.9,5.9,0.483,0.488,1.7,2,0.841,0.9,3.1,3.9,3.3,0.8,0.3,1.7,2.5,10.3,NA
10,Tre Johnson,19,SG,60,42,24.1,4.5,10.8,0.419,1.9,5.4,0.358,2.6,5.4,0.479,0.508,1.3,1.5,0.874,0.5,2.4,2.8,2,0.6,0.3,1.6,2,12.2,NA
11,Kadary Richmond,24,SG,3,0,22.3,3.3,5.3,0.625,0.7,1.3,0.5,2.7,4,0.667,0.688,1,1,1,0.3,3,3.3,2.7,2.7,0.3,0.7,0.7,8.3,NA
12,Will Riley,19,SF,71,16,21.6,3.6,8,0.447,1.1,3.2,0.33,2.5,4.8,0.525,0.513,1.9,2.4,0.795,0.8,2,2.7,1.9,0.7,0.1,1.2,1.2,10.1,NA
13,Trae Young,27,PG,5,5,20.8,5,8.4,0.595,1.8,4.2,0.429,3.2,4.2,0.762,0.702,3.4,4.8,0.708,0.8,2.2,3,6.2,0.6,0.2,2.6,2.6,15.2,NA
14,Jaden Hardy,23,SG,22,0,20.6,4.6,10.4,0.445,2.5,6.1,0.418,2.1,4.3,0.484,0.568,1.1,1.5,0.727,0.2,1.5,1.7,1.2,0.3,0.2,1.6,2,12.9,NA
15,Jamir Watkins,24,SG,47,6,20,2.6,5.6,0.458,0.9,2.9,0.29,1.7,2.6,0.645,0.534,1,1.5,0.696,1,2.8,3.8,1.3,1,0.5,0.8,2.6,7,NA
16,Justin Champagnie,24,SF,67,18,19.8,3.3,6.5,0.508,0.7,2.3,0.322,2.6,4.3,0.607,0.564,1.2,1.5,0.784,2.1,3.4,5.5,1.2,0.8,0.6,0.6,1.6,8.6,NA
17,Corey Kispert,26,SF,19,2,19.5,3.1,6.3,0.496,1.6,4,0.395,1.5,2.3,0.674,0.622,1.4,1.8,0.765,0.3,2,2.3,1.7,0.4,0.2,0.7,1.1,9.2,NA
18,Marvin Bagley III,26,PF,38,8,19.2,4.1,6.5,0.626,0.2,0.5,0.421,3.8,6,0.643,0.642,1.8,2.6,0.711,2.6,3.1,5.7,1.5,0.5,0.7,1.2,2.1,10.1,NA
19,Cam Whitmore,21,SF,21,0,16.9,3.7,8,0.456,0.8,2.7,0.286,2.9,5.4,0.54,0.503,1.1,1.5,0.742,0.9,1.9,2.8,0.7,0.7,0.4,0.9,1.2,9.2,NA
20,Sharife Cooper,24,PG,38,1,16.8,2.9,5.9,0.493,0.7,1.8,0.357,2.2,4,0.556,0.549,1.3,1.5,0.828,0.4,1.7,2.1,2.8,0.3,0.1,1.5,1.5,7.7,NA
21,Anthony Gill,33,PF,52,5,16.3,2.3,3.8,0.626,0.3,0.8,0.349,2.1,2.9,0.704,0.664,0.5,0.6,0.727,1.1,1.8,2.8,1.3,0.5,0.4,0.7,1.6,5.4,NA
22,Keshon Gilbert,22,PG,3,0,16,0.3,1.3,0.25,0,0.7,0,0.3,0.7,0.5,0.25,1.3,1.3,1,0.7,1,1.7,1,0.7,1.3,2,1,2,NA
23,Tristan Vukcevic,22,C,49,12,13.7,3.1,6.5,0.479,1,2.9,0.347,2.1,3.5,0.59,0.558,1.8,2.3,0.784,0.7,2.3,3,1.1,0.5,0.7,1.3,1.7,9,NA
24,Skal Labissière,29,PF,3,0,12.7,2,3.3,0.6,0.3,1.7,0.2,1.7,1.7,1,0.65,0,0,NA,1,2,3,1,0.7,0.3,0.3,1,4.3,NA
25,Malaki Branham,22,SG,28,0,9.8,1.5,3.3,0.473,0.5,1.3,0.378,1,1.9,0.537,0.549,1,1.2,0.824,0.4,1.1,1.6,0.8,0.4,0.1,0.5,0.8,4.6,NA
26,AJ Johnson,21,SG,25,0,8.6,1.1,3.3,0.325,0.3,1,0.28,0.8,2.3,0.345,0.367,0.4,0.5,0.75,0.3,0.9,1.2,0.9,0.3,0,0.7,0.6,2.8,NA
NA,Team Totals,NA,,79,79,240.9,41.8,90.3,0.463,13,36.4,0.358,28.8,53.9,0.534,0.535,16.3,21.2,0.765,11,31.1,42.1,25,7.9,5.6,15.7,21.4,112.9,NA
1,Shai Gilgeous-Alexander,27,PG,67,67,33.3,10.8,19.5,0.554,1.7,4.4,0.387,9.1,15.1,0.602,0.597,8.1,9.1,0.881,0.6,3.8,4.3,6.5,1.4,0.8,2.2,2.1,31.3,AS
2,Chet Holmgren,23,PF,68,68,28.9,6.2,11.3,0.554,1.3,3.5,0.356,5,7.8,0.643,0.609,3.2,4,0.796,1.9,7,8.8,1.6,0.6,1.9,1.5,2.3,16.9,AS
3,Jalen Williams,24,SG,32,32,28.3,6.5,13.6,0.482,0.7,2.4,0.303,5.8,11.2,0.52,0.508,3.3,3.9,0.832,0.8,3.8,4.6,5.5,1.2,0.3,1.9,1.9,17,
4,Luguentz Dort,26,SF,66,66,27.1,3,7.7,0.387,1.9,5.4,0.343,1.1,2.2,0.493,0.508,0.7,0.9,0.759,0.8,2.8,3.6,1.3,0.9,0.4,0.8,2.7,8.5,
5,Cason Wallace,22,SG,76,58,26.6,3.3,7.6,0.434,1.3,3.7,0.353,2,3.9,0.512,0.521,0.7,0.9,0.809,0.8,2.3,3.1,2.6,2,0.4,0.9,2,8.6,
6,Ajay Mitchell,23,SG,56,16,25.9,5.1,10.4,0.485,1.1,3.1,0.349,4,7.3,0.543,0.537,2.5,2.9,0.875,0.7,2.7,3.4,3.6,1.3,0.3,1.4,2.1,13.7,
7,Isaiah Hartenstein,27,C,46,45,24.3,3.9,6.3,0.619,0,0.2,0,3.9,6.2,0.634,0.619,1.3,2.2,0.602,3.2,6.3,9.5,3.6,1,0.8,1.8,2.5,9.2,
8,Aaron Wiggins,27,SG,62,19,21.9,3.6,8.3,0.433,1.5,4.2,0.356,2.1,4.1,0.512,0.523,0.8,1.1,0.743,0.6,2.5,3.1,1.6,0.9,0.4,1.3,1.3,9.6,
9,Isaiah Joe,26,SG,70,9,21.2,3.4,7.6,0.451,2.5,6,0.42,0.9,1.6,0.566,0.617,1.5,1.7,0.89,0.5,2.1,2.6,1.3,0.7,0.2,0.6,1.7,10.9,
10,Jaylin Williams,23,PF,64,11,19.8,2.3,5.4,0.422,1.5,4,0.383,0.8,1.5,0.526,0.562,1.1,1.4,0.793,0.5,5,5.5,2.5,0.5,0.7,1,2,7.3,
11,Alex Caruso,31,SG,55,0,18.3,2.3,5.4,0.424,1,3.3,0.296,1.3,2.1,0.619,0.513,0.7,0.9,0.804,0.5,2.2,2.7,2,1.3,0.3,0.9,1.2,6.3,
12,Jared McCain,21,SG,27,0,18,3.8,8.2,0.464,1.9,4.6,0.408,1.9,3.6,0.536,0.579,1,1.2,0.875,0.6,1.5,2.1,0.9,0.4,0.1,0.8,1.4,10.6,
13,Kenrich Williams,31,PF,53,2,14.8,2.4,4.9,0.489,0.9,2.2,0.402,1.5,2.7,0.559,0.578,0.6,0.9,0.64,0.9,2.2,3.1,1.3,0.5,0.1,0.8,1,6.3,
14,Ousmane Dieng,22,C,27,0,10.9,1.4,3.4,0.418,0.7,1.8,0.367,0.7,1.6,0.476,0.516,0.2,0.2,1,0.3,1.3,1.6,1,0.1,0.3,0.3,0.8,3.7,
15,Nikola Topić,20,PG,8,0,10.3,1,2.9,0.348,0.3,0.9,0.286,0.8,2,0.375,0.391,0.3,0.3,1,0.5,1.1,1.6,2.4,0.1,0,1.5,0.9,2.5,
16,Branden Carlson,26,C,40,2,10.2,2,3.7,0.541,0.6,1.7,0.348,1.4,2.1,0.695,0.618,0.3,0.5,0.5,0.6,1.9,2.6,0.6,0.2,0.5,0.4,0.9,4.8,
17,Brooks Barnhizer,23,SG,38,0,7.6,0.5,1.4,0.377,0.1,0.4,0.294,0.4,0.9,0.417,0.425,0.1,0.2,0.667,0.4,1.3,1.8,0.5,0.2,0.1,0.2,0.6,1.3,
18,Chris Youngblood,23,SG,32,0,5.4,0.6,1.9,0.333,0.5,1.6,0.314,0.1,0.3,0.444,0.467,0.3,0.3,0.9,0.2,0.7,0.9,0.3,0.1,0.1,0.1,0.6,2,
19,Buddy Boeheim,26,SF,4,0,3.8,0.5,1.5,0.333,0.5,1.5,0.333,0,0,NA,0.5,0,0,NA,0,0,0,0,0,0,0,0.3,1.5,
20,Payton Sandfort,23,SF,2,0,3.5,0.5,2.5,0.2,0.5,2,0.25,0,0.5,0,0.3,0.5,1,0.5,0,1,1,0,0,0,0.5,2.5,2,
NA,Team Totals,NA,,79,79,242.2,43.1,89,0.484,13.8,37.8,0.365,29.3,51.2,0.572,0.562,19.3,23.5,0.82,9.5,34.7,44.2,25.6,9.7,5.5,12.6,19.1,119.3,
1,De'Aaron Fox,28,PG,69,69,31,7,14.4,0.488,1.8,5.4,0.329,5.2,9,0.583,0.549,2.6,3.4,0.755,0.6,3.1,3.7,6.1,1.2,0.3,2.3,2.3,18.4,AS
2,Devin Vassell,25,SG,64,62,30.5,4.9,11.3,0.438,2.5,6.5,0.387,2.4,4.8,0.505,0.548,1.6,2,0.816,0.6,3.4,4,2.5,0.8,0.4,0.9,1.6,14,
3,Stephon Castle,21,PG,67,66,30,5.7,12,0.473,1.2,3.6,0.328,4.5,8.4,0.535,0.522,4.2,5.7,0.737,1.4,3.8,5.2,7.4,1.1,0.3,3.2,3.3,16.8,
4,Victor Wembanyama,22,C,63,54,29.2,8.6,16.8,0.51,1.9,5.4,0.35,6.7,11.3,0.587,0.567,5.7,7,0.825,2,9.5,11.5,3.1,1,3.1,2.4,2.5,24.8,AS
5,Julian Champagnie,24,SF,79,65,27.7,3.7,8.5,0.437,2.4,6.4,0.384,1.3,2.1,0.596,0.582,1.4,1.7,0.841,0.9,4.9,5.8,1.5,0.8,0.4,0.9,1.6,11.2,
6,Harrison Barnes,33,PF,74,52,25.8,3.4,7.4,0.452,1.8,4.7,0.389,1.5,2.8,0.559,0.574,1.3,1.6,0.828,0.8,2,2.8,1.9,0.6,0.2,0.8,1.1,9.9,
7,Keldon Johnson,26,SF,79,0,23.3,5,9.6,0.52,1.2,3.3,0.369,3.8,6.3,0.6,0.584,1.8,2.3,0.793,1.6,3.7,5.3,1.4,0.6,0.1,0.8,2,13,
8,Dylan Harper,19,SG,66,2,22.4,4.8,9.5,0.508,0.9,2.6,0.345,3.9,6.8,0.571,0.556,1.3,1.7,0.743,0.7,2.6,3.3,3.9,0.8,0.3,1.4,2,11.8,
9,Luke Kornet,30,C,66,24,21,2.6,4,0.64,0,0,NA,2.6,4,0.64,0.64,1.4,1.7,0.825,2.7,3.4,6.1,1.8,0.4,1,0.4,1.8,6.5,
10,Jeremy Sochan,22,PF,28,0,12.8,1.7,3.5,0.475,0.3,1.3,0.257,1.4,2.3,0.594,0.52,0.4,0.6,0.688,0.9,1.7,2.6,1,0.4,0.2,0.6,1.8,4.1,
11,Carter Bryant,20,PF,68,0,10.8,1.4,3.5,0.387,0.6,2,0.309,0.7,1.5,0.495,0.477,0.4,0.6,0.725,0.5,1.9,2.4,0.5,0.2,0.3,0.4,1.2,3.8,
12,Kelly Olynyk,34,C,42,0,8.6,1.1,2.3,0.49,0.3,1.1,0.255,0.8,1.2,0.714,0.552,0.6,0.9,0.711,0.6,1.2,1.8,1.2,0.4,0.1,0.6,0.9,3.2,
13,Lindy Waters III,28,SG,40,0,7.1,0.8,2.2,0.375,0.7,2,0.342,0.2,0.2,0.667,0.528,0.1,0.1,0.667,0.1,0.7,0.7,0.5,0.2,0,0.2,0.6,2.4,
14,Jordan McLaughlin,29,PG,41,0,6.5,0.8,1.8,0.413,0.4,1,0.41,0.4,0.9,0.417,0.52,0.1,0.1,0.8,0.1,0.5,0.7,0.9,0.5,0,0.4,0.3,2,
15,David Jones García,24,SF,11,0,6.2,1.2,2.3,0.52,0.3,0.5,0.6,0.9,1.8,0.5,0.58,0.3,0.5,0.5,0.4,0.8,1.2,1.6,0.5,0.1,0.5,0.5,2.9,
16,Mason Plumlee,35,C,5,0,6.2,0.2,0.2,1,0,0,NA,0.2,0.2,1,1,0.2,0.4,0.5,1.2,0.8,2,0.6,0.8,0,0.6,1.2,0.6,
17,Bismack Biyombo,33,C,24,1,5.7,0.3,0.6,0.571,0,0,NA,0.3,0.6,0.571,0.571,0.2,0.3,0.714,0.2,0.8,1,0.2,0.2,0.1,0.3,1.1,0.9,
18,Stanley Umude,26,SG,2,0,3.5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,NA,0,0,0,0.5,0.5,0,0,1,1,
19,Harrison Ingram,23,SF,6,0,3.3,0.8,1,0.833,0.2,0.2,1,0.7,0.8,0.8,0.917,0,0,NA,0.5,0,0.5,0.2,0,0,0.2,0.3,1.8,
20,Riley Minix,25,SF,3,0,2.7,1.3,2,0.667,0.3,1,0.333,1,1,1,0.75,0,0,NA,0.3,0.3,0.7,0.3,0.3,0,0,0.3,3,
NA,Team Totals,NA,,79,79,240.6,43.3,89.8,0.483,13.6,38,0.359,29.7,51.8,0.574,0.559,19.4,24.7,0.785,11.4,35.7,47.1,28.1,7.5,5.4,13.5,19,119.7,
1,Jamal Murray,28,PG,74,74,35.4,8.8,18.1,0.483,3.2,7.5,0.434,5.5,10.7,0.518,0.573,4.6,5.2,0.886,0.4,3.9,4.4,7.2,0.9,0.4,2.3,1.8,25.4,AS
2,Nikola Jokić,30,C,63,63,35.2,10,17.7,0.568,1.8,4.6,0.38,8.3,13,0.635,0.618,6.1,7.4,0.829,2.9,10,12.9,10.9,1.4,0.8,3.8,2.7,28,AS
3,Christian Braun,24,SG,43,43,31.9,4.5,8.8,0.515,1,3.3,0.305,3.5,5.5,0.639,0.571,1.8,2.3,0.79,1.4,3.4,4.9,2.8,0.7,0.3,1,2.4,11.9,
4,Cameron Johnson,29,SF,53,53,30.5,4.2,8.7,0.475,2,4.8,0.429,2.1,4,0.531,0.592,1.8,2.1,0.839,0.8,3,3.8,2.5,0.7,0.4,0.9,2.3,12.1,
5,Peyton Watson,23,SF,54,40,29.6,5.3,10.8,0.491,1.5,3.6,0.411,3.8,7.1,0.531,0.56,2.6,3.5,0.73,0.9,4,4.9,2.1,0.9,1.1,1.7,2.5,14.6,
6,Aaron Gordon,30,PF,35,32,28.1,5.6,11.2,0.5,1.7,4.4,0.394,3.9,6.8,0.57,0.578,3.5,4.6,0.764,1.5,4.5,5.9,2.6,0.6,0.3,1.1,1.7,16.5,
7,Tim Hardaway Jr.,33,SG,78,5,26.7,4.3,9.7,0.448,2.8,6.8,0.409,1.6,2.9,0.54,0.592,2,2.5,0.813,0.2,2.4,2.6,1.3,0.5,0.1,0.6,1.3,13.5,
8,Bruce Brown,29,SG,79,2,24.3,2.9,6.3,0.466,0.7,1.8,0.385,2.2,4.5,0.499,0.521,1.2,1.5,0.769,1.1,2.7,3.8,2,1,0.2,1.1,2.4,7.7,
9,Spencer Jones,24,SF,64,37,22.1,2.1,4.1,0.504,0.9,2.3,0.396,1.2,1.8,0.636,0.613,0.5,0.8,0.608,1.2,2.1,3.3,0.8,0.8,0.5,0.5,2.7,5.5,
10,Jalen Pickett,26,SG,47,18,15.8,1.9,4.4,0.424,0.9,2.4,0.386,0.9,1.9,0.473,0.532,0.3,0.3,0.867,0.4,1.9,2.3,2.2,0.3,0.1,0.6,0.9,4.9,
11,Julian Strawther,23,SG,54,12,14.4,2.4,5.1,0.462,0.9,2.4,0.364,1.5,2.7,0.552,0.549,1,1.2,0.813,0.2,1.7,1.9,1,0.4,0.1,0.6,1.2,6.6,
12,Jonas Valančiūnas,33,C,62,5,13,3.3,5.7,0.576,0.1,0.4,0.318,3.2,5.4,0.593,0.586,1.6,2.1,0.767,1.5,3.3,4.8,1.1,0.2,0.5,1.1,2,8.3,
13,Zeke Nnaji,25,PF,49,3,11.9,1.3,2.9,0.471,0.3,1,0.265,1.1,1.9,0.582,0.518,0.7,0.9,0.773,0.6,2,2.6,0.5,0.3,0.4,0.5,1.3,3.7,
14,DaRon Holmes,23,PF,22,6,9.1,1.4,2.6,0.517,0.9,1.9,0.452,0.5,0.7,0.688,0.681,0.4,0.5,0.818,0.3,1.1,1.4,0.7,0,0.2,0.5,0.9,4,
15,Hunter Tyson,25,PF,21,2,7.7,0.7,2.5,0.269,0.3,1.6,0.212,0.3,0.9,0.368,0.337,0.5,0.6,0.846,0.2,1.5,1.7,0.8,0.1,0,0.2,0.6,2.2,
16,KJ Simpson,23,PG,4,0,6.3,0.5,2,0.25,0,0.3,0,0.5,1.8,0.286,0.25,0.3,0.5,0.5,0.8,0.5,1.3,2,0.3,0,0,1,1.3,
17,Tyus Jones,29,PG,9,0,5.3,0.4,1.4,0.308,0.2,1,0.222,0.2,0.4,0.5,0.385,0,0.1,0,0,0.6,0.6,0.7,0.1,0,0.3,0,1.1,
18,Curtis Jones,24,SG,7,0,4.7,0.6,2,0.286,0.1,1.3,0.111,0.4,0.7,0.6,0.321,0,0,NA,0.1,0.6,0.7,0.6,0.1,0,0.1,0.4,1.3,
19,David Roddy,24,PF,3,0,4.7,0.3,1.7,0.2,0,1.3,0,0.3,0.3,1,0.2,0.7,0.7,1,0.3,1.3,1.7,0.7,0.3,0,0,0.7,1.3,
NA,Team Totals,NA,,79,79,243.2,43.3,87.5,0.495,14.1,35.8,0.395,29.2,51.7,0.564,0.575,21.1,26.1,0.808,9.7,34,43.6,28.9,6.8,3.9,12.9,19.3,121.8,
1,Luka Dončić,26,PG,64,64,35.8,10.8,22.8,0.476,4,10.8,0.366,6.9,11.9,0.575,0.563,7.9,10.1,0.78,0.6,7.1,7.7,8.3,1.6,0.5,4,2.4,33.5,AS
2,Austin Reaves,27,SG,51,45,34.5,7.3,14.9,0.49,2.3,6.4,0.36,5,8.5,0.588,0.567,6.3,7.3,0.871,0.6,4.1,4.7,5.5,1.1,0.4,3,2.2,23.3,
3,LeBron James,41,SF,57,57,33.5,7.8,15.3,0.512,1.3,4.1,0.309,6.6,11.2,0.586,0.553,3.9,5.2,0.738,0.8,5.3,6.1,7.1,1.1,0.6,3,1.4,20.8,AS
4,Marcus Smart,31,SG,60,53,28.8,3.1,7.7,0.399,1.6,4.8,0.336,1.5,3,0.5,0.502,1.7,2.1,0.816,0.6,2.2,2.8,2.8,1.4,0.4,1.5,2.6,9.5,
5,Rui Hachimura,27,PF,65,38,28.3,4.5,8.7,0.513,1.7,3.8,0.436,2.8,4.8,0.575,0.61,0.7,1,0.698,0.6,2.7,3.3,0.8,0.5,0.3,0.6,1.6,11.3,
6,Deandre Ayton,27,C,69,69,27.1,5.5,8.2,0.669,0,0,NA,5.5,8.2,0.669,0.669,1.2,1.9,0.632,2.6,5.5,8,0.8,0.6,0.9,1.2,2.2,12.2,
7,Jake LaRavia,24,PF,79,41,25,2.9,6.5,0.453,0.9,3,0.312,2,3.5,0.575,0.525,1.5,1.9,0.763,1.4,2.5,3.9,1.7,1.2,0.5,1.1,2.4,8.3,
8,Luke Kennard,29,SG,29,3,23,3.2,6.2,0.525,1.4,3.1,0.444,1.9,3.1,0.607,0.637,0.8,0.9,0.923,0.4,2.3,2.8,2.3,0.5,0.1,0.9,1.6,8.7,
9,Gabe Vincent,29,PG,29,7,19.3,1.6,4.5,0.346,1.3,3.6,0.369,0.2,0.9,0.259,0.492,0.3,0.4,0.909,0.2,0.7,0.9,1.3,0.5,0,0.4,1.8,4.8,
10,Jaxson Hayes,25,C,66,9,18.3,3,4,0.756,0,0,1,3,3.9,0.753,0.761,1.5,2.3,0.653,1.5,2.6,4.1,0.9,0.4,0.8,0.5,1.9,7.5,
11,Jarred Vanderbilt,26,PF,62,3,17.2,1.7,3.6,0.473,0.5,1.5,0.312,1.3,2.1,0.586,0.538,0.5,0.9,0.589,1.3,3.2,4.4,1.2,0.8,0.3,0.8,1.6,4.5,
12,Nick Smith Jr.,21,SG,27,1,12.3,2.2,5.2,0.429,1,2.7,0.389,1.2,2.5,0.471,0.529,0.3,0.5,0.692,0.1,0.7,0.8,1.1,0.3,0.1,0.7,1,5.8,
13,Maxi Kleber,34,PF,40,1,10.7,0.8,1.7,0.463,0.2,0.6,0.24,0.6,1.1,0.595,0.507,0.4,0.6,0.583,0.8,1.2,1.9,0.7,0.4,0.3,0.4,1.4,2.1,
14,Dalton Knecht,24,SF,51,1,10.5,1.6,3.5,0.442,0.6,2,0.308,0.9,1.5,0.623,0.53,0.3,0.4,0.7,0.3,1.1,1.4,0.3,0.2,0.2,0.5,0.8,4,
15,Drew Timme,25,PF,24,1,8.9,1.4,2.5,0.567,0.4,1,0.435,1,1.5,0.649,0.65,0.2,0.4,0.556,0.4,0.9,1.3,0.8,0.2,0,0.4,0.8,3.5,
16,Bronny James,21,SG,39,1,8.3,1,2.5,0.384,0.4,1.2,0.34,0.6,1.3,0.423,0.465,0.2,0.2,0.857,0.1,0.4,0.5,1.1,0.4,0.1,0.5,0.7,2.5,
17,Kobe Bufkin,22,SG,15,1,7.7,0.9,3.2,0.292,0.3,1.7,0.2,0.6,1.5,0.391,0.344,0.7,0.8,0.917,0.1,0.8,0.9,0.6,0.1,0.2,0.3,0.5,2.9,
18,Adou Thiero,21,SF,22,0,5.9,0.5,1.2,0.462,0,0.1,0.333,0.5,1,0.478,0.481,0.6,1,0.636,0.4,0.7,1.1,0.4,0.3,0.1,0.3,0.8,1.8,
19,Chris Mañon,24,SG,7,0,5.3,0.1,0.6,0.25,0,0.3,0,0.1,0.3,0.5,0.25,0.3,0.3,1,0.1,1,1.1,0.3,0.6,0.3,0.1,0.7,0.6,
20,Christian Koloko,25,C,2,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0.5,0.5,0,0,0,0,0.5,0,
NA,Team Totals,NA,,79,79,240.3,41.9,83.8,0.5,11.8,33.1,0.356,30.2,50.7,0.595,0.571,20.7,27.1,0.763,9.5,31.6,41.1,25.6,8.3,4.3,14.4,18.6,116.3,
1,Amen Thompson,23,PG,77,77,37.3,6.9,13.1,0.529,0.3,1.5,0.221,6.6,11.6,0.568,0.541,3.8,4.9,0.779,3,4.8,7.8,5.3,1.5,0.6,2.4,2.2,18,
2,Kevin Durant,37,SF,76,76,36.4,9.1,17.6,0.517,2.4,5.8,0.413,6.7,11.8,0.569,0.585,5.2,5.9,0.878,0.5,4.9,5.4,4.7,0.8,0.9,3.2,1.8,25.8,AS
3,Jabari Smith Jr.,22,PF,75,75,35.1,5.7,12.6,0.45,2.3,6.3,0.366,3.4,6.3,0.534,0.542,2.1,2.6,0.782,1.4,5.5,6.9,1.9,0.7,0.9,1.3,2.5,15.7,
4,Alperen Şengün,23,C,70,70,33.4,8.1,15.7,0.519,0.6,1.9,0.308,7.6,13.8,0.548,0.537,3.7,5.3,0.69,3,5.9,8.9,6.2,1.2,1.1,3.2,3.3,20.5,AS
5,Reed Sheppard,21,SG,79,20,26.4,5,11.5,0.432,2.8,7,0.396,2.2,4.5,0.489,0.553,0.9,1.1,0.81,0.4,2.6,2.9,3.4,1.5,0.7,1.5,2.1,13.6,
6,Tari Eason,24,PF,57,33,25.9,4,9.6,0.415,1.6,4.3,0.36,2.4,5.3,0.459,0.495,0.8,1.1,0.758,2.1,4.2,6.3,1.5,1.2,0.5,1.4,2.3,10.4,
7,Steven Adams,32,C,32,11,22.8,2.2,4.3,0.504,0,0,NA,2.2,4.3,0.504,0.504,1.5,2.5,0.58,4.5,4.1,8.6,1.5,0.7,0.6,1.1,1.7,5.8,
8,Josh Okogie,27,SG,75,29,17.1,1.6,3.7,0.433,0.8,2,0.392,0.8,1.7,0.484,0.542,0.5,0.9,0.582,1,1.5,2.5,0.8,0.8,0.2,0.5,1.4,4.5,
9,Dorian Finney-Smith,32,PF,36,1,16.6,1.1,3.4,0.331,0.7,2.6,0.274,0.4,0.8,0.517,0.435,0.2,0.2,0.857,0.9,1.6,2.5,1,0.4,0.2,0.6,1.7,3.2,
10,Aaron Holiday,29,PG,54,1,13.7,1.9,4.5,0.412,1.2,3,0.393,0.7,1.5,0.45,0.543,0.6,0.7,0.872,0.2,0.7,0.9,1.1,0.4,0.1,0.7,1.3,5.5,
11,Clint Capela,31,C,72,2,12.3,1.5,2.9,0.505,0,0,NA,1.5,2.9,0.505,0.505,0.6,0.9,0.597,2.1,2.5,4.6,0.7,0.5,0.8,0.6,1,3.5,
12,Jae'Sean Tate,30,SF,44,0,8.4,1.1,2.2,0.5,0.2,0.7,0.3,0.9,1.5,0.588,0.546,0.2,0.2,0.7,0.7,0.8,1.4,0.5,0.2,0.1,0.3,1,2.6,
13,JD Davison,23,PG,27,0,7.1,0.8,2,0.4,0.3,1,0.286,0.5,1,0.519,0.473,0.3,0.5,0.615,0.1,0.8,0.9,1,0.2,0.1,0.3,0.6,2.2,
14,Isaiah Crawford,24,SF,13,0,5.8,0.5,1.4,0.333,0.2,0.8,0.2,0.3,0.6,0.5,0.389,0.2,0.3,0.75,0.2,0.6,0.8,0.3,0.2,0.2,0.2,0.2,1.3,
15,Jeff Green,39,PF,29,0,5.2,0.8,2.1,0.383,0.4,1.4,0.3,0.4,0.7,0.55,0.483,0.1,0.1,1,0.2,0.5,0.7,0.2,0,0,0,0.3,2.1,
NA,Team Totals,NA,,79,79,242.8,42.8,89.6,0.478,11.5,31.4,0.367,31.3,58.2,0.537,0.542,17.7,23.2,0.764,15,33,48,25.4,8.5,5.8,15.5,18.4,114.8,
